Evaluate score: [0.8442655434975257, 0.8846153616905212]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5595, 17, ON, 5553, 5, ON
6287, 18, OFF, 6583, 5, OFF
5099, 0, ON, 5422, 5, ON
6294, 18, OFF, 6452, 5, OFF
5286, 0, ON, 5539, 5, ON
6346, 18, OFF, 6581, 5, OFF
6560, 18, ON, 5658, 5, ON
6289, 18, OFF, 6683, 5, OFF
4890, 0, ON, 5601, 6, ON
6523, 6, OFF, 6475, 6, OFF
4882, 12, ON, 5529, 6, ON
6443, 6, OFF, 6502, 6, OFF
5696, 6, ON, 5486, 6, ON
6307, 8, OFF, 6305, 6, OFF
5640, 6, ON, 5508, 6, ON
6436, 6, OFF, 6702, 6, OFF
5482, 0, ON, 5376, 7, ON
6503, 0, OFF, 6311, 7, OFF
5384, 18, ON, 5484, 7, ON
6419, 0, OFF, 6411, 7, OFF
5445, 0, ON, 5555, 7, ON
6555, 0, OFF, 6744, 7, OFF
5408, 18, ON, 5452, 7, ON
6395, 2, OFF, 6433, 7, OFF
4770, 0, ON, 5566, 8, ON
6403, 8, OFF, 6544, 8, OFF
5424, 8, ON, 5498, 8, ON
6327, 6, OFF, 6352, 8, OFF
5920, 8, ON, 5643, 8, ON
6339, 8, OFF, 6548, 8, OFF
5446, 8, ON, 5557, 8, ON
6342, 6, OFF, 6508, 8, OFF
6236, 17, ON, 5539, 9, ON
7198, 6, OFF, 6542, 9, OFF
5592, 0, ON, 5453, 9, ON
6710, 9, OFF, 6348, 9, OFF
5483, 9, ON, 5446, 9, ON
6493, 9, OFF, 6475, 9, OFF
7332, 18, ON, 5654, 9, ON
7060, 9, OFF, 6642, 9, OFF
Accuracy: 20.19, Detection Accuracy: 58.65, Classification Accuracy: 35.58, Event Type Accuracy: 100.00
