Evaluate score: [0.8835672231820914, 0.9086538553237915]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5332, 13, ON, 5422, 5, ON
6048, 5, OFF, 6452, 5, OFF
5182, 5, ON, 5539, 5, ON
6074, 5, OFF, 6581, 5, OFF
5145, 5, ON, 5658, 5, ON
6077, 5, OFF, 6683, 5, OFF
5066, 5, ON, 5601, 6, ON
6112, 0, OFF, 6475, 6, OFF
5378, 0, ON, 5529, 6, ON
6033, 0, OFF, 6502, 6, OFF
5349, 0, ON, 5486, 6, ON
6110, 0, OFF, 6305, 6, OFF
5319, 8, ON, 5508, 6, ON
6148, 0, OFF, 6702, 6, OFF
5170, 7, ON, 5376, 7, ON
6122, 7, OFF, 6311, 7, OFF
5224, 7, ON, 5484, 7, ON
6179, 7, OFF, 6411, 7, OFF
5319, 7, ON, 5555, 7, ON
6168, 7, OFF, 6744, 7, OFF
5122, 7, ON, 5452, 7, ON
6165, 7, OFF, 6433, 7, OFF
5189, 5, ON, 5566, 8, ON
6030, 8, OFF, 6544, 8, OFF
5283, 8, ON, 5498, 8, ON
5990, 1, OFF, 6352, 8, OFF
5132, 18, ON, 5643, 8, ON
6063, 8, OFF, 6548, 8, OFF
5207, 8, ON, 5557, 8, ON
6013, 8, OFF, 6508, 8, OFF
5026, 9, ON, 5539, 9, ON
6278, 25, OFF, 6542, 9, OFF
5227, 0, ON, 5453, 9, ON
5943, 3, OFF, 6348, 9, OFF
5017, 0, ON, 5446, 9, ON
6075, 3, OFF, 6475, 9, OFF
4540, 5, ON, 5654, 9, ON
6441, 25, OFF, 6642, 9, OFF
Accuracy: 12.98, Detection Accuracy: 50.00, Classification Accuracy: 34.13, Event Type Accuracy: 100.00
