Evaluate score: [0.8394742332972013, 0.9375]
y_sample, y_class, y_eventType, groundTruth_sample, groundTruth_class, groundTruth_eventType
5481, 0, ON, 5552, 16, ON
6416, 16, OFF, 6645, 16, OFF
5550, 8, ON, 5591, 16, ON
6380, 16, OFF, 6708, 16, OFF
5216, 19, ON, 5367, 17, ON
6377, 19, OFF, 6377, 17, OFF
5178, 25, ON, 5425, 17, ON
6404, 25, OFF, 6415, 17, OFF
5537, 0, ON, 5581, 17, ON
6433, 25, OFF, 6626, 17, OFF
5423, 16, ON, 5424, 17, ON
6555, 16, OFF, 6431, 17, OFF
5687, 0, ON, 5495, 18, ON
6494, 0, OFF, 6519, 18, OFF
5663, 0, ON, 5468, 18, ON
6515, 0, OFF, 6377, 18, OFF
5671, 0, ON, 5474, 18, ON
6468, 0, OFF, 6431, 18, OFF
5641, 0, ON, 5665, 18, ON
6496, 0, OFF, 6663, 18, OFF
5286, 19, ON, 5609, 19, ON
6602, 19, OFF, 6545, 19, OFF
4922, 0, ON, 5628, 19, ON
6639, 19, OFF, 6531, 19, OFF
5745, 19, ON, 5517, 19, ON
6595, 19, OFF, 6527, 19, OFF
5692, 16, ON, 5664, 19, ON
6591, 17, OFF, 6740, 19, OFF
5117, 5, ON, 5602, 2, ON
6415, 0, OFF, 6600, 2, OFF
5448, 0, ON, 5416, 2, ON
6359, 0, OFF, 6395, 2, OFF
5797, 0, ON, 5513, 2, ON
6377, 0, OFF, 6466, 2, OFF
5154, 18, ON, 5490, 2, ON
6384, 1, OFF, 6440, 2, OFF
5356, 0, ON, 5446, 20, ON
6448, 20, OFF, 6399, 20, OFF
5351, 0, ON, 5517, 20, ON
6463, 20, OFF, 6409, 20, OFF
5310, 0, ON, 5490, 20, ON
6601, 20, OFF, 6473, 20, OFF
5453, 16, ON, 5417, 20, ON
6416, 20, OFF, 6280, 20, OFF
5573, 0, ON, 5528, 21, ON
6242, 0, OFF, 6550, 21, OFF
5571, 16, ON, 5404, 21, ON
6426, 16, OFF, 6376, 21, OFF
5261, 0, ON, 5459, 21, ON
6346, 16, OFF, 6426, 21, OFF
5625, 16, ON, 5433, 21, ON
6298, 0, OFF, 6659, 21, OFF
5284, 19, ON, 5400, 22, ON
6253, 0, OFF, 6353, 22, OFF
5305, 0, ON, 5401, 22, ON
6312, 20, OFF, 6290, 22, OFF
5529, 0, ON, 5519, 22, ON
6452, 20, OFF, 6511, 22, OFF
5403, 0, ON, 5445, 22, ON
6397, 20, OFF, 6334, 22, OFF
5454, 0, ON, 5564, 23, ON
6199, 0, OFF, 6451, 23, OFF
5240, 0, ON, 5453, 23, ON
6617, 0, OFF, 6361, 23, OFF
5227, 0, ON, 5524, 23, ON
6509, 0, OFF, 6409, 23, OFF
5247, 0, ON, 5546, 23, ON
6631, 24, OFF, 6553, 23, OFF
5292, 0, ON, 5441, 24, ON
6286, 24, OFF, 6384, 24, OFF
5278, 21, ON, 5631, 24, ON
6396, 24, OFF, 6601, 24, OFF
5276, 0, ON, 5474, 24, ON
6177, 24, OFF, 6504, 24, OFF
5369, 0, ON, 5552, 24, ON
6338, 24, OFF, 7026, 24, OFF
5611, 25, ON, 5521, 25, ON
6528, 25, OFF, 6433, 25, OFF
5575, 19, ON, 5479, 25, ON
6339, 25, OFF, 6539, 25, OFF
5268, 25, ON, 5398, 25, ON
6720, 16, OFF, 6347, 25, OFF
5490, 16, ON, 5479, 25, ON
6662, 25, OFF, 6452, 25, OFF
5569, 3, ON, 5412, 3, ON
6446, 3, OFF, 6334, 3, OFF
5439, 0, ON, 5536, 3, ON
6534, 20, OFF, 6800, 3, OFF
5534, 3, ON, 5403, 3, ON
6378, 0, OFF, 6246, 3, OFF
5481, 5, ON, 5625, 3, ON
6613, 3, OFF, 6550, 3, OFF
5324, 18, ON, 5382, 4, ON
6407, 0, OFF, 6358, 4, OFF
5495, 0, ON, 5475, 4, ON
6429, 0, OFF, 6516, 4, OFF
5339, 18, ON, 5427, 4, ON
6474, 0, OFF, 6478, 4, OFF
5440, 18, ON, 5489, 4, ON
6433, 10, OFF, 6562, 4, OFF
5390, 5, ON, 5553, 5, ON
6391, 5, OFF, 6583, 5, OFF
5552, 13, ON, 5422, 5, ON
6400, 5, OFF, 6452, 5, OFF
5381, 5, ON, 5539, 5, ON
6426, 5, OFF, 6581, 5, OFF
5405, 5, ON, 5658, 5, ON
6426, 5, OFF, 6683, 5, OFF
5304, 5, ON, 5601, 6, ON
6428, 0, OFF, 6475, 6, OFF
5486, 0, ON, 5529, 6, ON
6312, 0, OFF, 6502, 6, OFF
5474, 0, ON, 5486, 6, ON
6410, 0, OFF, 6305, 6, OFF
5557, 8, ON, 5508, 6, ON
6421, 0, OFF, 6702, 6, OFF
5311, 7, ON, 5376, 7, ON
6432, 7, OFF, 6311, 7, OFF
5368, 7, ON, 5484, 7, ON
6493, 7, OFF, 6411, 7, OFF
5452, 7, ON, 5555, 7, ON
6453, 7, OFF, 6744, 7, OFF
5274, 7, ON, 5452, 7, ON
6474, 7, OFF, 6433, 7, OFF
5357, 5, ON, 5566, 8, ON
6332, 8, OFF, 6544, 8, OFF
5489, 8, ON, 5498, 8, ON
6286, 1, OFF, 6352, 8, OFF
5428, 18, ON, 5643, 8, ON
6357, 8, OFF, 6548, 8, OFF
5492, 8, ON, 5557, 8, ON
6291, 1, OFF, 6508, 8, OFF
5251, 9, ON, 5539, 9, ON
6660, 25, OFF, 6542, 9, OFF
5394, 0, ON, 5453, 9, ON
6504, 3, OFF, 6348, 9, OFF
5153, 0, ON, 5446, 9, ON
6635, 0, OFF, 6475, 9, OFF
4817, 5, ON, 5654, 9, ON
6854, 25, OFF, 6642, 9, OFF
Accuracy: 27.88, Detection Accuracy: 81.73, Classification Accuracy: 33.65, Event Type Accuracy: 100.00
